,Unnamed: 0,dien_tich,huong_ban_cong,phong_ngu,id_thanh_pho,ten_thanh_pho,id_quan,ten_quan,so_tang,mat_tien,noi_that,huong_nha,so_do,lat,long,gia,gia_m2,du_an,project_name,id_duong,ten_duong,do_rong_duong,do_rong_duong_ml,id_phuong,ten_phuong
10551,10551,71.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0348453,105.9127108,2160.0,30.422535211267604,,,,,,,5e5501cbeb80a7245175e112,Phường Sài Đồng
10552,10552,76.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Hoàn thiện cơ bản,Đông Bắc,Đang chờ sổ,21.0390218,105.9078403,2400.0,31.57894736842105,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e112,Phường Sài Đồng
10553,10553,87.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất đầy đủ,Tây Bắc,Đã có sổ,21.042072,105.846538,3950.0,45.40229885057471,,,,,,,5e5501cbeb80a7245175e111,Phường Bồ Đề
10554,10554,102.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất cao cấp,,Đã có sổ,21.0575538,105.9024322,18.0,0.176470588235294,,,5e958ee9208d0d6d7648fcd1,Phố Sài Đồng,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10555,10555,83.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0564279,105.9134817,2245.0,27.048192771084334,,,,,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10556,10556,88.0,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,cơ bản,,sổ đỏ chính chủ,21.0451962,105.8777827,3500.0,39.77272727272727,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10557,10557,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,KXĐ,,21.0640949,105.9107957,1790.0,,,,5e958ee9208d0d6d7648fcd5,Phố Việt Hưng,,,,
10558,10558,116.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Bàn giao nội thất cơ bản,,Sổ Hồng lâu dài,21.0402662,105.9085272,3300.0,28.448275862068964,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10559,10559,78.0,Tây-Bắc,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Full.,Đông-Nam,,21.0409254,105.9276325,1950.0,22.5,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10560,10560,61.0,Đông-Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Sổ đỏ chính chủ,21.0487954,105.9176221,3000.0,49.18032786885246,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10561,10561,,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Bàn giao nội thất của chủ đầu tư.,Tây-Bắc,Sổ đỏ.,21.0465833,105.8775243,2000.0,,,,5e958ee9208d0d6d7648fc0a,Đường Nguyễn Văn Cừ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10562,10562,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0262603,105.8947982,3000.0,,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10563,10563,65.22,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Cơ bản,,SĐCC,21.0411897,105.9136648,958.734,14.7,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10564,10564,71.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.02729,105.898889,2117.0,29.816901408450704,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10565,10565,63.8,Tây-Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Giường tủ , ti vi , điều hòa, nóng lạnh, bàn ghế..... đủ hết nên chỉ việc vào ở luôn.",Đông-Nam,,21.0575538,105.9024322,,,,,5e958ee9208d0d6d7648fcd5,Phố Việt Hưng,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10566,10566,63.0,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Tây-Bắc,Đang chờ sổ,21.0402662,105.9085272,,,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10567,10567,64.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Full nội thất cao cấp.,,,21.0566434,105.9132166,1700.0,26.5625,,,5e958ee9208d0d6d7648fb50,Đường Giang Biên,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10568,10568,80.0,Tây-Bắc,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,* Bàn giao nội thất cơ bản cao cấp nhập khẩu: Sàn gỗ bột đá SPC cao cấp xuất khẩu Châu Âu. Thiết bị vệ sinh Bravat nhập Đức. Khóa cửa Kaadas nhập Đức. Thiết bị điện Simon nhập Tây Ban Nha.,Đông-Nam,,21.0465833,105.8775243,,,,,5e958ee9208d0d6d7648fc0a,Đường Nguyễn Văn Cừ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10569,10569,80.0,Tây-Bắc,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Đông-Nam,,21.0465833,105.8775243,,,,,5e958ee9208d0d6d7648fc0a,Đường Nguyễn Văn Cừ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10570,10570,40.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,22.0,4.0,,,Sổ đỏ lâu dài.,21.0619555,105.8837914,600.0,15.0,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10571,10571,,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Đầy đủ nội thất liền tường: Thiết bị vệ sinh, sàn gỗ, tường, đèn, trần, bình nóng lạnh...",,Đã có sổ đỏ.,21.0456395,105.8768018,2100.0,,,,5e958ee9208d0d6d7648fc0a,Đường Nguyễn Văn Cừ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10572,10572,33.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0186765,105.884813,600.0,18.181818181818183,,,,,,,5e5501cbeb80a7245175e113,Phường Long Biên
10573,10573,35.0,,1.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Đã có sổ,21.0439994,105.8726818,780.0,22.285714285714285,,,,,,,5e5501cbeb80a7245175e111,Phường Bồ Đề
10574,10574,60.0,Đông Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất đầy đủ,Tây Nam,Đã có sổ,21.0222568,105.9087721,1420.0,23.666666666666668,,,,,,,5e5501cbeb80a7245175e114,Phường Thạch Bàn
10575,10575,97.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Đông Nam,,21.0674567,105.9200531,1950.0,20.103092783505154,,,,,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10576,10576,68.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Tây Nam,,21.0674567,105.9200531,1870.0,27.5,,,,,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10577,10577,70.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0461519,105.9156477,12.0,0.171428571428571,,,,,,,5e5501cbeb80a7245175e110,Phường Phúc Lợi
10578,10578,50.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Giấy tờ khác,21.0390218,105.9078403,5.5,0.11,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e112,Phường Sài Đồng
10579,10579,80.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất đầy đủ,,Đã có sổ,21.0433311,105.8653021,10.0,0.125,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e10f,Phường Ngọc Lâm
10580,10580,74.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Full nội thất.,Đông-Nam,,21.0345006,105.9100894,1450.0,19.594594594594597,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10581,10581,71.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0392163,105.9128977,2172000.0,30591.549295774646,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10582,10582,54.0,Tây-Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Đông-Nam,,21.0363658,105.9328794,1050.0,20.416666666666668,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10583,10583,55.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất cơ bản,Nam,,21.0655013,105.8883137,907.5,16.5,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10584,10584,68.0,Tây-Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Đông-Nam,,21.0409254,105.9276325,1520.0,22.352941176470587,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10585,10585,35.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Sổ hồng,21.0439994,105.8726818,680.0,19.428571428571427,,,,,,,5e5501cbeb80a7245175e111,Phường Bồ Đề
10586,10586,6695.0,Đông-Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Hoàn thiện.,Đông-Nam,,21.055521,105.91132,,,,,5e958ee9208d0d6d7648fb50,Đường Giang Biên,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10587,10587,97.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0402662,105.9085272,3298.0,34.0,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10588,10588,69.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0619555,105.8837914,1138.5,16.5,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10589,10589,105.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Đông-Nam,,21.0402662,105.9085272,3300.0,31.428571428571427,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10590,10590,775.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Nội thất cơ bản (điều hòa, bình nóng lạnh, bếp).",,Đầy đủ giấy tờ pháp lý.,21.0589485,105.9147263,1650.0,21.29032258064516,,,5e958ee9208d0d6d7648fb50,Đường Giang Biên,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10591,10591,73.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất cơ bản của CĐT.,,Sổ đỏ.,21.0563597,105.8845478,1900.0,26.02739726027397,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10592,10592,70.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,10.0,,,,,21.0766876,105.9075309,2060.0,29.428571428571427,,,5e958ee9208d0d6d7648fcb9,Đường Thượng Đồng,8.0,Ngõ 3 ô tô tránh,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10593,10593,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0371784,105.8730678,610.0,16.944444444444443,,,,,,,5e5501cbeb80a7245175e111,Phường Bồ Đề
10594,10594,78.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất đầy đủ,,Đã có sổ,21.0661729,105.9061737,4.9,0.062820512820512,,,5e958ee9208d0d6d7648fcc1,Đường Vạn Hạnh,,,5e5501cbeb80a7245175e10c,Phường Đức Giang
10595,10595,87.0,Đông Bắc,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Nội thất cao cấp,Tây,Giấy tờ khác,21.042072,105.846538,4000.0,45.97701149425287,,,,,,,5e5501cbeb80a7245175e111,Phường Bồ Đề
10596,10596,33.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0371784,105.8730678,620.0,18.78787878787879,,,,,,,5e5501cbeb80a7245175e111,Phường Bồ Đề
10597,10597,62.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0461519,105.9156477,8.0,0.129032258064516,,,,,,,5e5501cbeb80a7245175e110,Phường Phúc Lợi
10598,10598,50.0,,1.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Giấy tờ khác,21.0390218,105.9078403,5.5,0.11,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e112,Phường Sài Đồng
10599,10599,63.0,Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Đông Nam,,21.0564279,105.9134817,2.9,0.046031746031746,,,,,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10600,10600,73.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Nội thất bàn giao: Ngoài nội thất bàn giao tiêu chuẩn, chung cư Bình Minh Garden còn bàn giao tủ bếp, bếp, hút mùi, bình nóng lạnh và 1 tủ quần áo ở PN chính...",,Sổ đỏ lâu dài.,21.0690976,105.8880388,2100.0,28.767123287671232,,,5e958ee9208d0d6d7648fb4b,Đường Đức Giang,,,5e5501cbeb80a7245175e10c,Phường Đức Giang
10601,10601,90.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0460423,105.8795514,4000.0,44.44444444444444,,,5e958ee9208d0d6d7648fc08,Đường Nguyễn Sơn,,,5e5501cbeb80a7245175e113,Phường Long Biên
10602,10602,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0451962,105.8777827,3200.0,40.0,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10603,10603,58.0,Đông,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Tây,,21.0619555,105.8837914,957.0,16.5,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10604,10604,63.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,Đông-Nam,,21.0640949,105.9107957,1800.0,28.30188679245283,,,5e958ee9208d0d6d7648fcd5,Phố Việt Hưng,,,,
10605,10605,54.0,Tây-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Nhận nguyên bản từ chủ đầu tư, có sàn gỗ, tủ bếp, điều hòa...",Đông-Bắc,,21.0363658,105.9328794,1130.0,20.37037037037037,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10606,10606,48.8,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Đã làm nội thất tủ bếp, giường, sofa, điều hòa, nóng lạnh...",Tây-Bắc,,21.0363658,105.9328794,980.0,20.081967213114755,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10607,10607,72.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Đã sắm full nội thất, chỉ việc sách vali vào ở.",,,21.0627168,105.9129936,1800.0,25.0,,,5e958ee9208d0d6d7648fb50,Đường Giang Biên,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10608,10608,35.0,,1.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.047147,105.8723326,530.0,15.142857142857142,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10609,10609,55.0,Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Cơ bản,Bắc,Sổ hồng lâu dài,21.0619555,105.8837914,907.5,16.5,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10610,10610,63.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Bàn giao nội thất cơ bản.,,Sổ hồng lâu dài.,21.0402662,105.9085272,2088.0,33.142857142857146,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10611,10611,40.0,,1.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Hoàn thiện nội thất của chủ đầu tư.,,,21.0498441,105.9173455,1650.0,41.25,,,5e958ee9208d0d6d7648fb43,Đường Chu Huy Mân,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10612,10612,92.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Để lại nội thất toàn bộ.,,,21.0480028,105.8856031,2600.0,28.26086956521739,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10613,10613,80.0,Tây-Nam,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Sàn gỗ bột đá SPC cao cấp bảo hành 20 năm. Thiết bị vệ sinh Bravat nhập Đức. Thiết bị cửa, khóa 4 chứng năng. Chuông hình Kaadas nhập Đức. Bình nóng lạnh. Thiết bị điện nhập Mỹ. Đầu chờ.",Đông-Nam,,21.0456395,105.8768018,,,,,5e958ee9208d0d6d7648fc0a,Đường Nguyễn Văn Cừ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10614,10614,68.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Đã có sổ,21.0564279,105.9134817,1800.0,26.47058823529412,,,,,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10615,10615,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.055521,105.91132,1900.0,,,,5e958ee9208d0d6d7648fbf8,Đường Long Biên,,,5e5501cbeb80a7245175e113,Phường Long Biên
10616,10616,59.0,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Bàn giao đầy đủ cơ bản,Tây-Bắc,Sổ hồng vĩnh viễn,21.0538161,105.8758329,944.0,16.0,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10617,10617,67.0,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Full nội thất cao cấp, còn mới, chưa sử dụng gồm: Điều hòa, thiết bị vệ sinh, sen vòi phòng tắm, tủ bếp, bếp từ, tủ tường, hệ thống khóa cửa, chuông cửa thông minh.",Tây-Bắc,,21.0498441,105.9173455,2900.0,43.28358208955224,,,5e958ee9208d0d6d7648fb43,Đường Chu Huy Mân,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10618,10618,70.0,Tây-Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Full nội thất.,Đông-Nam,,21.0489082,105.9176411,3300.0,47.142857142857146,,,5e958ee9208d0d6d7648fcd5,Phố Việt Hưng,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10619,10619,64.9,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Nội thất cơ bản: Tủ bếp, điều hòa, nóng lạnh, tủ quần áo...",,,21.0498441,105.9173455,,,,,5e958ee9208d0d6d7648fcd5,Phố Việt Hưng,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10620,10620,78.0,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Có sổ,21.0498441,105.9173455,3200.0,41.02564102564103,,,5e958ee9208d0d6d7648fcd5,Phố Việt Hưng,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10621,10621,83.0,Đông-Nam,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Full nội thất cao cấp cơ bản.,Tây-Bắc,Sổ đỏ.,21.0392163,105.9128977,2357.0,28.397590361445783,,,5e958ee9208d0d6d7648fcd5,Phố Việt Hưng,,,5e5501cbeb80a7245175e10d,Phường Việt Hưng
10622,10622,50.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0402662,105.9085272,1500.0,30.0,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10623,10623,69.19,Đông-Bắc,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Bàn giao gồm: Sàn gỗ, trần tường sơn bản, đèn điện thắp sáng, thiết bị vệ sinh.",Tây-Nam,,21.0420823,105.9044741,1450.0,20.95678566266801,,,5e958ee9208d0d6d7648fc91,Đường Phúc Đồng,,,5e5501cbeb80a7245175e115,Phường Phúc Đồng
10624,10624,83.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,,21.0566434,105.9132166,2200.0,26.50602409638554,,,5e958ee9208d0d6d7648fb50,Đường Giang Biên,,,5e5501cbeb80a7245175e10b,Phường Giang Biên
10625,10625,70.0,Đông-Nam,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Chưa có nội thất.,Bắc,Đã có sổ.,21.0538161,105.8758329,1470.0,21.0,,,5e958ee9208d0d6d7648fcbb,Đường Thượng Thanh,,,5e5501cbeb80a7245175e109,Phường Thượng Thanh
10626,10626,76.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Full đồ.,,,21.0402662,105.9085272,,,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e113,Phường Long Biên
10627,10627,75.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,"Bàn giao nội thất đầy đủ liền tường: Khóa cửa thông minh 4 chức năng, sàn gỗ, trần thạch cao, tủ bếp trên dưới, hút mùi, bếp từ, bình nóng lạnh, vách kính tắm, tủ quần áo,...",,Sổ hồng vĩnh viễn lâu dài.,21.0690976,105.8880388,2140.0,27.17391304347826,,,5e958ee9208d0d6d7648fb4b,Đường Đức Giang,,,5e5501cbeb80a7245175e10c,Phường Đức Giang
10628,10628,66.0,,2.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,,,Đã có sổ,21.0461519,105.9156477,8.0,0.121212121212121,,,,,,,5e5501cbeb80a7245175e110,Phường Phúc Lợi
10629,10629,97.0,Đông Bắc,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2a,Quận Long Biên,,,Hoàn thiện cơ bản,Nam,Đang chờ sổ,21.0390218,105.9078403,3112.0,32.08247422680412,,,5e958ee9208d0d6d7648fbda,Đường Huỳnh Văn Nghệ,,,5e5501cbeb80a7245175e112,Phường Sài Đồng
